host_group,collection_date,genome_id,genome_name,subtype,genome_length,decimal_date,year_int
Human,2016-07-20,2043944.4,Influenza A virus (A/South Australia/62/2016(H3N2)),H3N2,1737,2016.549180327869,2016
Human,2015-01-20,1731111.14,Influenza A virus (A/Florida/24/2015(H3N2)),H3N2,1701,2015.0520547945205,2015
Human,2016-02-02,1865845.6,Influenza A virus (A/Georgia/16/2016(H3N2)),H3N2,1737,2016.0874316939892,2016
Human,2016-02-16,1865899.18,Influenza A virus (A/Indiana/25/2016(H3N2)),H3N2,1737,2016.1256830601096,2016
Human,2017-02-02,2037353.3,Influenza A virus (A/North Carolina/5901/2017(H3N2)),H3N2,1701,2017.0876712328768,2017
Human,2017-10-19,2053267.12,Influenza A virus (A/Texas/291/2017(H3N2)),H3N2,1737,2017.7972602739728,2017
Human,1989-12-17,1086974.4,Influenza A virus (A/Netherlands/738/1989(H3N2)),H3N2,1735,1989.958904109589,1989
Human,2017-01-07,1960407.8,Influenza A virus (A/Idaho/02/2017(H3N2)),H3N2,1737,2017.0164383561644,2017
Human,1983,1086986.5,Influenza A virus (A/Oslo/13676/1983(H3N2)),H3N2,1731,1983.0,1983
Human,2012-01-16,1740062.3,Influenza A virus (A/Tokyo/26-99v/2012(H3N2)),H3N2,1762,2012.0409836065571,2012
Human,2013-06-19,1978631.7,Influenza A virus (A/Passo Fundo/LACENRS-1533/2013(H3N2)),H3N2,1762,2013.4630136986304,2013
Human,2017-10-04,2054947.13,Influenza A virus (A/California/82/2017(H3N2)),H3N2,1737,2017.7561643835616,2017
Human,2024-12-29,11320.830239,Influenza A virus A/Massachusetts/ISC-1332/2024,H3N2,1737,2024.9918032786888,2024
Human,2015-01-12,1716881.3,Influenza A virus (A/New Jersey/4676/2015(H3N2)),H3N2,1701,2015.0301369863016,2015
Human,2016-12-05,1932816.6,Influenza A virus (A/Kentucky/30/2016(H3N2)),H3N2,1737,2016.926229508197,2016
Human,2016-01-23,1865643.8,Influenza A virus (A/Alaska/06/2016(H3N2)),H3N2,1737,2016.0601092896177,2016
Human,2016-11-30,1932522.5,Influenza A virus (A/Virginia/63/2016(H3N2)),H3N2,1737,2016.9125683060108,2016
Human,2017-05-25,2052724.3,Influenza A virus (A/Kenya/021/2017(H3N2)),H3N2,1751,2017.3945205479451,2017
Nonhuman Mammal,2014-09-22,1563708.5,Influenza A virus (A/swine/Iowa/A01476456/2014(H3N2)),H3N2,1701,2014.7232876712328,2014
Human,2017-03-02,1984937.12,Influenza A virus (A/Nevada/08/2017(H3N2)),H3N2,1737,2017.164383561644,2017
Nonhuman Mammal,2013-01-30,1761587.3,Influenza A virus (A/swine/Manitoba/D0193/2013(H3N2)),H3N2,1701,2013.0794520547945,2013
Human,2017-12-14,11320.98175,Influenza A virus A/Idaho/42/2017,H3N2,1737,2017.9506849315069,2017
Human,2025-12-08,11320.1515298,Influenza A virus A/Bayern/USAFSAM-17714/2025,H3N2,1701,2025.9342465753425,2025
Human,2013-02-08,1590911.3,Influenza A virus (A/Thailand/CU-B7596/2013(H3N2)),H3N2,1701,2013.1041095890412,2013
Human,2025-01-03,11320.825224,Influenza A virus A/Texas/USAFSAM-15495/2025,H3N2,1701,2025.0054794520547,2025
Human,2014-12-01,1703560.3,Influenza A virus (A/Colorado/4119/2014(H3N2)),H3N2,1701,2014.9150684931508,2014
Human,2016-09-26,1917582.9,Influenza A virus (A/Iowa/27/2016(H3N2)),H3N2,1737,2016.7349726775956,2016
Human,2024-12-26,11320.969979,Influenza A virus A/Kentucky/84/2024,H3N2,1737,2024.983606557377,2024
Avian,2020-04-03,11320.278271,Influenza A virus A/duck/Vietnam/HN6212/2020,H3N2,1765,2020.2540983606557,2020
Human,2010-12-30,1162899.3,Influenza A virus (A/Quebec/005/2010(H3N2)),H3N2,1690,2010.9945205479453,2010
Human,2025-01-11,11320.832194,Influenza A virus A/Colorado/ISC-1037/2025,H3N2,1737,2025.027397260274,2025
Human,2017-12-21,11320.97211,Influenza A virus A/Alabama/36/2017,H3N2,1737,2017.9698630136984,2017
Human,2017-02-02,2032594.5,Influenza A virus (A/Rochester/U033/2017(H3N2)),H3N2,1701,2017.0876712328768,2017
Human,2017-07-09,2030113.16,Influenza A virus (A/Florida/48/2017(H3N2)),H3N2,1737,2017.517808219178,2017
Human,2024-12-05,11320.971702,Influenza A virus A/New Mexico/79/2024,H3N2,1737,2024.926229508197,2024
Human,2015-09-07,2043980.3,Influenza A virus (A/Sydney/1033/2015(H3N2)),H3N2,1737,2015.682191780822,2015
Human,2016-11-22,1932790.5,Influenza A virus (A/Arizona/77/2016(H3N2)),H3N2,1737,2016.8907103825136,2016
Human,2016-10-09,1917551.6,Influenza A virus (A/California/135/2016(H3N2)),H3N2,1737,2016.770491803279,2016
Human,2017-08-22,2039214.7,Influenza A virus (A/Texas/283/2017(H3N2)),H3N2,1737,2017.6383561643836,2017
Human,2024-12-22,11320.973761,Influenza A virus A/Texas/USAFSAM-15526/2024,H3N2,1701,2024.9726775956285,2024
Human,2017-03-25,1984938.8,Influenza A virus (A/New Hampshire/16/2017(H3N2)),H3N2,1737,2017.227397260274,2017
Human,2014-09-23,2044171.3,Influenza A virus (A/Victoria/5062/2014(H3N2)),H3N2,1737,2014.72602739726,2014
Human,2012-10-05,1277634.3,Influenza A virus (A/Oklahoma/3059/2012(H3N2)),H3N2,1701,2012.75956284153,2012
Human,2015-01-28,1716919.3,Influenza A virus (A/New York/4690/2015(H3N2)),H3N2,1701,2015.07397260274,2015
Human,2012-10-05,1771197.4,Influenza A virus (A/Cambodia/W1023343/2012(H3N2)),H3N2,1701,2012.75956284153,2012
Human,2016-12-31,1948921.13,Influenza A virus (A/California/214/2016(H3N2)),H3N2,1737,2016.9945355191255,2016
Human,2017-01-31,1972341.7,Influenza A virus (A/Maryland/10/2017(H3N2)),H3N2,1737,2017.0794520547945,2017
Human,2019-02-17,11320.97847,Influenza A virus A/North Dakota/09/2019,H3N2,1737,2019.1287671232876,2019
Human,2017-01-06,2037518.3,Influenza A virus (A/Washington/5802/2017(H3N2)),H3N2,1701,2017.013698630137,2017
Human,2024-12-29,11320.969313,Influenza A virus A/Nevada/253/2024,H3N2,1737,2024.9918032786888,2024
Human,2015-09-15,1788641.12,Influenza A virus (A/Florida/70/2015(H3N2)),H3N2,1701,2015.704109589041,2015
Human,2012-05-06,1283179.4,Influenza A virus (A/Murmansk/RII06/2012(H3N2)),H3N2,1703,2012.344262295082,2012
Human,2024-12-31,11320.994656,Influenza A virus A/Oklahoma/USAFSAM-15103/2024,H3N2,1701,2024.9945355191255,2024
Human,2024-09-13,11320.838413,Influenza A virus A/Hawaii/ISC-1060/2024,H3N2,1737,2024.6994535519125,2024
Human,2016-12-13,1948990.9,Influenza A virus (A/Tennessee/35/2016(H3N2)),H3N2,1737,2016.948087431694,2016
Human,2025-01-02,11320.977925,Influenza A virus A/Washington/WA-UW-20768/2025,H3N2,1749,2025.0027397260271,2025
Nonhuman Mammal,2015-08-05,1715659.6,Influenza A virus (A/swine/Iowa/A01769343/2015(H3N2)),H3N2,1701,2015.5917808219176,2015
Human,2017-10-22,2058053.14,Influenza A virus (A/Texas/293/2017(H3N2)),H3N2,1737,2017.805479452055,2017
Human,2005-08-01,1052391.3,Influenza A virus (A/TayNguyen/TN348/2005(H3N2)),H3N2,1732,2005.580821917808,2005
Human,1999-09-13,1054675.3,Influenza A virus (A/Malaysia/12550/1999(H3N2)),H3N2,1729,1999.6986301369864,1999
Nonhuman Mammal,2012-08-31,2008222.5,Influenza A virus (A/swine/Iowa/MT_12_07_4304/2012(H3N2)),H3N2,1762,2012.6612021857925,2012
Nonhuman Mammal,2007-03-01,1261923.6,Influenza A virus (A/swine/Texas/SG1270/2007(H3N2)),H3N2,1701,2007.1616438356164,2007
Nonhuman Mammal,2020-05-11,11320.278833,Influenza A virus A/swine/Chile/VN1401-5054/2020,H3N2,1762,2020.357923497268,2020
Human,2015-01-04,1895516.3,Influenza A virus (A/New York/WC-LVD-15-002/2015(H3N2)),H3N2,1737,2015.0082191780823,2015
Human,2016-03-20,1909919.7,Influenza A virus (A/Georgia/46/2016(H3N2)),H3N2,1737,2016.2158469945357,2016
Human,2016-03-16,1865827.5,Influenza A virus (A/Florida/42/2016(H3N2)),H3N2,1737,2016.204918032787,2016
Human,2016-01-08,1866147.16,Influenza A virus (A/Washington/04/2016(H3N2)),H3N2,1737,2016.01912568306,2016
Avian,2014-04-22,1614163.3,Influenza A virus (A/duck/Anhui/A1789/2014(H3N2)),H3N2,1701,2014.304109589041,2014
Human,2017-03-23,1984891.21,Influenza A virus (A/Florida/23/2017(H3N2)),H3N2,1737,2017.2219178082191,2017
Human,2009-05-06,1598280.3,Influenza A virus (A/Bangladesh/2363/2009(H3N2)),H3N2,1698,2009.342465753425,2009
Human,2015-09-23,2043704.3,Influenza A virus (A/Brisbane/179/2015(H3N2)),H3N2,1737,2015.72602739726,2015
Human,2017-02-07,1980341.17,Influenza A virus (A/Baltimore/0287/2017(H3N2)),H3N2,1751,2017.1013698630136,2017
Human,1993,1086921.5,Influenza A virus (A/Madrid/G102/1993(H3N2)),H3N2,1731,1993.0,1993
Nonhuman Mammal,2013-01-30,1761585.4,Influenza A virus (A/swine/Manitoba/D0191/2013(H3N2)),H3N2,1701,2013.0794520547945,2013
Human,2016-03-15,1865956.3,Influenza A virus (A/Michigan/66/2016(H3N2)),H3N2,1737,2016.2021857923496,2016
Human,2017-09-22,2051205.7,Influenza A virus (A/Wisconsin/327/2017(H3N2)),H3N2,1737,2017.7232876712328,2017
Human,2010-10-01,1147466.3,Influenza A virus (A/Ontario/C575589/2010(H3N2)),H3N2,1701,2010.7479452054797,2010
Human,2014-12-01,1703636.3,Influenza A virus (A/Mississippi/4152/2014(H3N2)),H3N2,1701,2014.9150684931508,2014
Human,2024-02-01,11320.838138,Influenza A virus A/Texas/ISC-1014/2024,H3N2,1737,2024.084699453552,2024
Nonhuman Mammal,2025-01-21,11320.989283,Influenza A virus A/swine/Iowa/A02858307/2025,H3N2,1701,2025.054794520548,2025
Human,2016-11-01,1933258.3,Influenza A virus (A/Israel/R83/2016(H3N2)),H3N2,1701,2016.8333333333333,2016
Human,2015-01-14,1699646.7,Influenza A virus (A/Japan/NHRC_GWA0188/2015(H3N2)),H3N2,1701,2015.035616438356,2015
Nonhuman Mammal,2014,1729421.15,Influenza A virus (A/swine/Indiana/14TOSU0463/2014(H3N2)),H3N2,1701,2014.0,2014
Human,2010-09-13,1599162.3,Influenza A virus (A/Laos/795/2010(H3N2)),H3N2,1698,2010.6986301369864,2010
Nonhuman Mammal,2012-08-02,1512139.8,Influenza A virus (A/swine/Hong Kong/NS2745/2012(H3N2)),H3N2,1701,2012.584699453552,2012
Human,2017-11-21,2069528.6,Influenza A virus (A/New Hampshire/27/2017(H3N2)),H3N2,1737,2017.8876712328768,2017
Human,2017-01-11,1954847.3,Influenza A virus (A/British Columbia/036/2017(H3N2)),H3N2,1701,2017.027397260274,2017
Human,2011-01-12,1147458.3,Influenza A virus (A/Ontario/C37332/2011(H3N2)),H3N2,1701,2011.0301369863016,2011
Human,2015-07-14,1923954.3,Influenza A virus (A/Xiamen/s80/2015(H3N2)),H3N2,1701,2015.531506849315,2015
Human,2025-01-26,11320.971612,Influenza A virus A/Massachusetts/MA-Broad_MGH-23613/2025,H3N2,1718,2025.0684931506848,2025
Human,2015-01-27,2043686.3,Influenza A virus (A/Brisbane/12/2015(H3N2)),H3N2,1737,2015.0712328767124,2015
Human,2005-09-11,1108827.6,Influenza A virus (A/Mexico/InDRE2246/2005(H3N2)),H3N2,1762,2005.6931506849312,2005
Human,2016,1917554.6,Influenza A virus (A/Florida/66/2016(H3N2)),H3N2,1737,2016.0,2016
Human,2025-01-16,11320.829715,Influenza A virus A/Texas/ISC-1109/2025,H3N2,1737,2025.041095890411,2025
Human,2009-05,2036391.3,Influenza A virus (A/Hong Kong/CUHK72079/2009(H3N2)),H3N2,1689,2009.3671232876711,2009
Nonhuman Mammal,2014-09-17,1560310.4,Influenza A virus (A/swine/North Carolina/A01476427/2014(H3N2)),H3N2,1701,2014.709589041096,2014
Nonhuman Mammal,2010-02,1223809.3,Influenza A virus (A/swine/Guangdong/L22/2010(H3N2)),H3N2,1701,2010.123287671233,2010
Human,2016-12-24,1980386.15,Influenza A virus (A/Linkou/0185/2016(H3N2)),H3N2,1751,2016.9781420765028,2016
Human,2015-01-27,1752534.3,Influenza A virus (A/South Korea/4780/2015(H3N2)),H3N2,1701,2015.0712328767124,2015
Human,2017-11-16,2066315.4,Influenza A virus (A/Utah/36/2017(H3N2)),H3N2,1737,2017.8739726027395,2017
Human,2016-11-26,1932487.6,Influenza A virus (A/Maryland/23/2016(H3N2)),H3N2,1737,2016.9016393442623,2016
Human,2016-02-14,1909865.6,Influenza A virus (A/Connecticut/05/2016(H3N2)),H3N2,1737,2016.120218579235,2016
Human,2016-04-27,1910062.4,Influenza A virus (A/Nevada/35/2016(H3N2)),H3N2,1737,2016.3196721311476,2016
Human,2016-03-21,1866145.7,Influenza A virus (A/Virginia/42/2016(H3N2)),H3N2,1737,2016.2185792349728,2016
Human,2005-04-16,1004666.3,Influenza A virus (A/Australia/NHRC0005/2005(H3N2)),H3N2,1732,2005.2876712328768,2005
Nonhuman Mammal,2016-11-01,2024138.3,Influenza A virus (A/swine/Kentucky/16TOSU6069/2016(H3N2)),H3N2,1734,2016.8333333333333,2016
Human,2011-10-07,1737296.7,Influenza A virus (A/Trujillo/IPE00693/2011(H3N2)),H3N2,1701,2011.764383561644,2011
Human,2012-07-16,2044099.4,Influenza A virus (A/Victoria/120/2012(H3N2)),H3N2,1737,2012.53825136612,2012
Human,2007-06-08,1599883.3,Influenza A virus (A/Uruguay/0710/2007(H3N2)),H3N2,1698,2007.4328767123288,2007
Human,2025-01-06,11320.994651,Influenza A virus A/Alabama/USAFSAM-15081/2025,H3N2,1701,2025.013698630137,2025
Human,2014-12-31,1731612.9,Influenza A virus (A/New York/39/2014(H3N2)),H3N2,1701,2014.9945205479453,2014
Human,2024-04-03,11320.838384,Influenza A virus A/Massachusetts/ISC-1087/2024,H3N2,1737,2024.2540983606557,2024
Human,2016-07-04,1910301.6,Influenza A virus (A/Wisconsin/72/2016(H3N2)),H3N2,1737,2016.5054644808745,2016
Human,2015-01-30,1716639.3,Influenza A virus (A/Arizona/4611/2015(H3N2)),H3N2,1701,2015.0794520547945,2015
Human,2024-12-31,11320.830145,Influenza A virus A/Massachusetts/ISC-1355/2024,H3N2,1737,2024.9945355191255,2024
Human,2016-10-21,1928960.12,Influenza A virus (A/Hawaii/90/2016(H3N2)),H3N2,1737,2016.8032786885249,2016
Human,2013-01-14,1652976.4,Influenza A virus (A/Rochester/0073/2013(H3N2)),H3N2,1701,2013.035616438356,2013
Nonhuman Mammal,2012-08-06,1266731.6,Influenza A virus (A/swine/Indiana/A00968398/2012(H3N2)),H3N2,1701,2012.5956284153008,2012
Human,2010-09-13,1241407.3,Influenza A virus (A/Qingdao/FF184/2010(H3N2)),H3N2,1698,2010.6986301369864,2010
Human,1993-11-14,1086988.4,Influenza A virus (A/Oslo/2219/1993(H3N2)),H3N2,1731,1993.868493150685,1993
Nonhuman Mammal,2012-10-29,1260539.3,Influenza A virus (A/swine/Minnesota/A01267989/2012(H3N2)),H3N2,1701,2012.825136612022,2012
Human,2017-01-20,2037372.3,Influenza A virus (A/Ohio/5778/2017(H3N2)),H3N2,1701,2017.0520547945205,2017
Human,2015-02-12,2043761.3,Influenza A virus (A/Canberra/12/2015(H3N2)),H3N2,1737,2015.1150684931504,2015
Human,2010-01-05,1599821.3,Influenza A virus (A/Tianjin Hexi/18/2010(H3N2)),H3N2,1698,2010.0109589041097,2010
Human,2016-12-20,1954922.3,Influenza A virus (A/Ontario/245/2016(H3N2)),H3N2,1701,2016.967213114754,2016
Human,2016-08-31,1910721.6,Influenza A virus (A/Texas/183/2016(H3N2)),H3N2,1737,2016.6612021857925,2016
Human,2014-03-26,1636783.3,Influenza A virus (A/New Jersey/3895/2014(H3N2)),H3N2,1701,2014.2301369863017,2014
Human,2008-01-09,1599070.3,Influenza A virus (A/Jilin Chuanying/164/2008(H3N2)),H3N2,1698,2008.0218579234972,2008
Human,2015-11-03,1788834.6,Influenza A virus (A/Wyoming/19/2015(H3N2)),H3N2,1701,2015.8383561643836,2015
Human,2009-08-03,1038281.12,Influenza A virus (A/Hong Kong/H090-763-V23/2009(H3N2)),H3N2,1738,2009.5863013698631,2009
Human,2014-12-05,1703711.3,Influenza A virus (A/Oklahoma/4198/2014(H3N2)),H3N2,1701,2014.92602739726,2014
Human,2017-06-23,2050432.4,Influenza A virus (A/South Carolina/NHRC_75653/2017(H3N2)),H3N2,1701,2017.4739726027397,2017
Nonhuman Mammal,2016-10-25,1924393.4,Influenza A virus (A/swine/Iowa/A01782794/2016(H3N2)),H3N2,1701,2016.8142076502731,2016
Human,2017-07-05,2033549.8,Influenza A virus (A/Hawaii/34/2017(H3N2)),H3N2,1737,2017.5068493150684,2017
Human,2016-12-05,1961965.3,Influenza A virus (A/Washington/91/2016(H3N2)),H3N2,1737,2016.926229508197,2016
Human,2009-04-07,1599332.3,Influenza A virus (A/Perth/15/2009(H3N2)),H3N2,1698,2009.2630136986304,2009
Human,2014-12-29,1937287.9,Influenza A virus (A/Baltimore/P0036/2014(H3N2)),H3N2,1751,2014.9917808219177,2014
Human,2012-03-28,1283175.4,Influenza A virus (A/Kaliningrad/RII09/2012(H3N2)),H3N2,1736,2012.2377049180327,2012
Human,2017-02-09,1969860.4,Influenza A virus (A/Alaska/05/2017(H3N2)),H3N2,1737,2017.1068493150683,2017
Human,2021-11-03,11320.276544,Influenza A virus A/Rhode Island/01/2021,H3N2,1737,2021.8383561643836,2021
Human,2017-10-04,2054966.15,Influenza A virus (A/Florida/70/2017(H3N2)),H3N2,1737,2017.7561643835616,2017
Human,2025-01-03,11320.832583,Influenza A virus A/Texas/ISC-1063/2025,H3N2,1737,2025.0054794520547,2025
Nonhuman Mammal,2015-10-24,1757162.4,Influenza A virus (A/swine/North Carolina/A01945939/2015(H3N2)),H3N2,1701,2015.8109589041096,2015
Human,2016-11-09,1928978.14,Influenza A virus (A/Oklahoma/14/2016(H3N2)),H3N2,1737,2016.8551912568305,2016
Human,2015-09-08,1788560.14,Influenza A virus (A/Alaska/222/2015(H3N2)),H3N2,1701,2015.6849315068496,2015
Human,2024-12-15,11320.999982,Influenza A virus A/California/LACPHL-INF01184/2024,H3N2,1701,2024.9535519125684,2024
Human,2011-06-06,1203997.6,Influenza A virus (A/Singapore/GP1072/2011(H3N2)),H3N2,1736,2011.427397260274,2011
Human,2011-11-16,1394929.3,Influenza A virus (A/British Columbia/016/2011(H3N2)),H3N2,1701,2011.8739726027395,2011
Human,2025-01-16,11320.829409,Influenza A virus A/Texas/ISC-1244/2025,H3N2,1737,2025.041095890411,2025
Human,2025-01-21,11320.968826,Influenza A virus A/Oregon/19/2025,H3N2,1737,2025.054794520548,2025
Human,2025-01-05,11320.824568,Influenza A virus A/Wisconsin/NIRC-IS-1014/2025,H3N2,1737,2025.0109589041097,2025
Human,2017-08,11320.274678,Influenza A virus A/China/S0808LZE/2017,H3N2,1739,2017.619178082192,2017
Nonhuman Mammal,2014-10-14,1572586.3,Influenza A virus (A/swine/Illinois/A01520758/2014(H3N2)),H3N2,1701,2014.7835616438356,2014
Nonhuman Mammal,2016-01-27,1817949.6,Influenza A virus (A/swine/Indiana/A01812162/2016(H3N2)),H3N2,1701,2016.0710382513664,2016
Human,2014-12-18,1699643.6,Influenza A virus (A/Dubai/NHRC_CVS0040/2014(H3N2)),H3N2,1701,2014.9616438356163,2014
Human,2025-01-05,11320.829921,Influenza A virus A/Texas/ISC-1049/2025,H3N2,1737,2025.0109589041097,2025
Human,2009-05-20,1737216.6,Influenza A virus (A/Kathmandu/FLUNP09N_001_CP2/2009(H3N2)),H3N2,1701,2009.380821917808,2009
Human,2011-03-11,1598955.3,Influenza A virus (A/Hunan Chenzhou Beihu/1143/2011(H3N2)),H3N2,1698,2011.1890410958904,2011
Human,2015-01-09,1855486.4,Influenza A virus (A/Ishikawa/DS-311v/2015(H3N2)),H3N2,1701,2015.021917808219,2015
Human,2007-05-10,1054753.3,Influenza A virus (A/Malaysia/1779027/2007(H3N2)),H3N2,1731,2007.3534246575343,2007
Human,2025-01-24,11320.830954,Influenza A virus A/Massachusetts/ISC-1198/2025,H3N2,1737,2025.06301369863,2025
Human,2015-10-23,2039757.3,Influenza A virus (A/Shiraz/1006/2015(H3N2)),H3N2,1701,2015.8082191780825,2015
Human,2017-08-17,11320.246495,Influenza A virus A/Victoria/800/2017,H3N2,1737,2017.6246575342464,2017
Human,2017-01-09,1978999.7,Influenza A virus (A/Tennessee/07/2017(H3N2)),H3N2,1737,2017.021917808219,2017
Human,2025-01-03,11320.973814,Influenza A virus A/Texas/USAFSAM-15495/2025,H3N2,1701,2025.0054794520547,2025
Human,2025-01-30,11320.992715,Influenza A virus A/Michigan/UM-10062106528/2025,H3N2,1701,2025.0794520547945,2025
Environment,2016-07-01,1979376.15,Influenza A virus (A/environment/Indiana/16TOSU3854/2016(H3N2)),H3N2,1758,2016.4972677595629,2016
Human,2017-05-21,2022183.12,Influenza A virus (A/Arizona/35/2017(H3N2)),H3N2,1737,2017.3835616438355,2017
Human,2024-12-29,11320.977761,Influenza A virus A/Washington/WA-UW-93632/2024,H3N2,1749,2024.9918032786888,2024
Human,2016-12-28,2037528.3,Influenza A virus (A/Washington/5863/2016(H3N2)),H3N2,1701,2016.9890710382513,2016
Human,2024-04-29,11320.838613,Influenza A virus A/Florida/ISC-1224/2024,H3N2,1737,2024.325136612022,2024
Human,2024-03-12,11320.838578,Influenza A virus A/Hawaii/ISC-1023/2024,H3N2,1737,2024.1939890710385,2024
Human,2016-01-14,1906648.4,Influenza A virus (A/Oklahoma/02/2016(H3N2)),H3N2,1737,2016.035519125683,2016
Human,2014-12-10,1604928.3,Influenza A virus (A/Alberta/103/2014(H3N2)),H3N2,1689,2014.9397260273972,2014
Human,2010-10-26,1598356.3,Influenza A virus (A/Brandenburg/1/2010(H3N2)),H3N2,1698,2010.8164383561643,2010
Human,1998-05-29,1054691.3,Influenza A virus (A/Malaysia/17276/1998(H3N2)),H3N2,1731,1998.4054794520548,1998
Nonhuman Mammal,2014-06-10,1517411.5,Influenza A virus (A/swine/Minnesota/A01501738/2014(H3N2)),H3N2,1701,2014.4383561643835,2014
Human,2017-11-08,2066307.8,Influenza A virus (A/Texas/301/2017(H3N2)),H3N2,1737,2017.8520547945209,2017
Human,2017-02-13,1980350.13,Influenza A virus (A/Baltimore/0304/2017(H3N2)),H3N2,1751,2017.1178082191784,2017
Nonhuman Mammal,2017-02-27,1973447.3,Influenza A virus (A/swine/Ohio/A01785249/2017(H3N2)),H3N2,1680,2017.1561643835616,2017
Human,2014-12-18,1716842.3,Influenza A virus (A/Nebraska/4297/2014(H3N2)),H3N2,1701,2014.9616438356163,2014
Nonhuman Mammal,2015-11-13,1771171.8,Influenza A virus (A/swine/Minnesota/A01941094/2015(H3N2)),H3N2,1701,2015.8657534246577,2015
Human,2017-02-09,1973804.7,Influenza A virus (A/Tennessee/15/2017(H3N2)),H3N2,1737,2017.1068493150683,2017
Human,2015-02-02,1855506.4,Influenza A virus (A/Tokyo/DS-508/2015(H3N2)),H3N2,1701,2015.0876712328768,2015
Human,2024-12-05,11320.982664,Influenza A virus A/Arkansas/61/2024,H3N2,1737,2024.926229508197,2024
Human,2013-09-20,1517356.3,Influenza A virus (A/Singapore/H2013.721e/2013(H3N2)),H3N2,1762,2013.717808219178,2013
Nonhuman Mammal,2016-08-06,1955724.9,Influenza A virus (A/swine/Michigan/16TOSU5089/2016(H3N2)),H3N2,1701,2016.5956284153008,2016
Human,2018-08-31,11320.246295,Influenza A virus A/Victoria/721/2018,H3N2,1737,2018.660273972603,2018
Human,2014-12-20,1604962.3,Influenza A virus (A/Alberta/143/2014(H3N2)),H3N2,1688,2014.9671232876713,2014
Human,1997,1552184.4,Influenza A virus (A/Canberra/9/1997(H3N2)),H3N2,1733,1997.0,1997
Nonhuman Mammal,2011-08-04,1512151.7,Influenza A virus (A/swine/Hong Kong/NS3030/2011(H3N2)),H3N2,1701,2011.5890410958905,2011
Human,2025-01-11,11320.832231,Influenza A virus A/Colorado/ISC-1034/2025,H3N2,1737,2025.027397260274,2025
Human,2011-09-07,1204079.3,Influenza A virus (A/Singapore/KK380/2011(H3N2)),H3N2,1758,2011.682191780822,2011
